timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
2025-01-13 17:39:01.176000,-0.00018650769701769154,0.00138548574927428,0.001358841792557467,0.0009325384850884578,-0.010364499162840287,0.0007993187015043924,0.0011190461821061492,0.0018117890567432892,0.0019183648836105418,0.0013055538791238409,0.0007726747447875793,-0.00069274287463714,-0.0025311758880972425,0.0010657582686725232,0.0015453494895751585,-0.003969949550805148
2025-01-13 17:39:01.180000,-0.002064223354185882,0.011767746710573146,0.01148047021903711,0.007123841964911842,-0.09936111533420015,0.006300270511718361,0.009188065319097724,0.01591122331096391,0.016953753450240805,0.010985849106115475,0.006439297327651332,-0.007868848130689148,-0.02361440066900327,0.010078929955450372,0.013731201270240684,-0.03547710914174585
2025-01-13 17:39:01.184000,-0.010448416627285228,0.04734249357628527,0.04553228227635977,0.024083521893986454,-0.45873729680958275,0.021932908223572717,0.035011529742174315,0.06612002663233492,0.07178546255842377,0.04349307598247082,0.02509213618225918,-0.042262407973953586,-0.10344386857992446,0.045219661379761154,0.0582847178682822,-0.14811676172630592
2025-01-13 17:39:01.188000,-0.032716619311103055,0.12114968256848005,0.11263445403135801,0.04409699288430842,-1.372357164099484,0.04096031620380165,0.08219774069679463,0.1752334638555767,0.1973505331129191,0.10956377087315092,0.06082093483498349,-0.14435894901088245,-0.28604384457059023,0.1302017542998136,0.15937080479209273,-0.3879940584926546
2025-01-13 17:39:01.192000,-0.07305266154996964,0.22284475501106538,0.1918937179760026,0.029954413566678193,-3.0270488480543394,0.026238517585803842,0.13080179796092292,0.33682373265139387,0.40335526466785937,0.20078091630392772,0.10152674348395238,-0.35672890226359566,-0.568367921627398,0.2755382395652448,0.31901554376942437,-0.7261013230705712
2025-01-13 17:39:01.196000,-0.12919587383713704,0.31373493380797646,0.22438428780158343,-0.0805896351793737,-5.336016346577584,-0.08911494821220811,0.13829457066033643,0.5033519751748294,0.6645666699414441,0.2889987811988745,0.11720788091346447,-0.6901977358633409,-0.8818322562046846,0.46623327769734657,0.5021337925038065,-1.0583367020254155
2025-01-13 17:39:01.200000,-0.1980752267498281,0.3473317839805349,0.13424490294377495,-0.34419005862446655,-8.008124052721518,-0.3718769136032551,0.06330047514854242,0.6026452584385806,0.9321809142469273,0.34052236076361353,0.07246749449585865,-1.1072652398649523,-1.1472093883578092,0.6700629886160641,0.6487762182277131,-1.3026899238384213
2025-01-13 17:39:01.204000,-0.2792732968769332,0.2967649207883447,-0.13791522434521702,-0.7770034628759924,-10.798744657922823,-0.8501713804093205,-0.10536769837083779,0.5652784014125013,1.1572522500713098,0.329667807282463,-0.0614300593863076,-1.536114030783676,-1.3430767699594672,0.8551362624745658,0.7021084653707637,-1.4797113203162864
2025-01-13 17:39:01.208000,-0.3668355650800535,0.16202666544071515,-0.6157072415109756,-1.3456514799035857,-13.61691599095928,-1.4994010591064053,-0.3381475054755066,0.34300577932542164,1.304968762172945,0.24080569636343283,-0.30778214744626387,-1.8917354011621186,-1.5022908336698773,0.9962007599885683,0.6264779766965698,-1.6695436271720718
2025-01-13 17:39:01.212000,-0.4434138488543701,-0.04760770254705314,-1.291065646792452,-1.990628744595451,-16.3691075993438,-2.262091250346361,-0.5811529292126265,-0.08627649946671126,1.3519529265093073,0.059968012957437686,-0.6908660517156295,-2.087993354297125,-1.6532730217691733,1.0656136214366845,0.4085640427945681,-1.9006684075488292
2025-01-13 17:39:01.216000,-0.4898831392039662,-0.33251076120915085,-2.1360501238172054,-2.6546843235981346,-18.796757759132557,-3.0748711590712947,-0.7809588665000401,-0.7162386831581397,1.28028536991368,-0.22890045720692076,-1.2301714969698525,-2.0497058900346508,-1.7965753151932025,1.0265816339298586,0.05608412011561459,-2.1127534088884556
2025-01-13 17:39:01.220000,-0.4997108142491268,-0.6989468702062991,-3.101542267540262,-3.28758550365023,-20.556118835374804,-3.874401801156501,-0.8941018417302407,-1.5038246819336818,1.0852034790184928,-0.6307644838742741,-1.920660963760435,-1.7314251740999393,-1.9411046471096567,0.8456842529546733,-0.3974492767324075,-2.2282268274909596
2025-01-13 17:39:01.224000,-0.4799900456005783,-1.1371517532434503,-4.106317960387691,-3.833156306259328,-21.440956753940597,-4.5895369243307425,-0.8846290257412008,-2.3640911967480536,0.7907113022223118,-1.1202293764099798,-2.716554868331469,-1.1348885894146539,-2.1340423904793564,0.5177740632617996,-0.8902270863977801,-2.2255360656879413
2025-01-13 17:39:01.228000,-0.4364057384386111,-1.608969480205834,-5.039495519572789,-4.2289350814224616,-21.45581228576283,-5.146165870550912,-0.7302865620926454,-3.183314665822217,0.4488970603009783,-1.637609867194299,-3.536458404015665,-0.3121761705189241,-2.4293919640348687,0.07975778722973126,-1.3438541516744085,-2.1232667216994545
