timestamp,C1,C2,C3,C4,C5,B5,B3,B1,A1,A2,A3,A4,A5,B6,B4,B2
2023-12-19 00:17:57.870000,-26.9566119108287,-25.5570352353741,-31.6243252439475,-24.1026485858667,-24.8148730182671,-21.1205978333119,-22.8222417037912,-22.8079308404339,-19.7497375711811,-22.68644077607,-20.5080702576439,-32.3107119703999,-33.9826683586645,-27.8666623829164,-26.5689058049606,-27.6157001111216
2023-12-19 00:17:57.880000,5.18809009505814,3.99123631759525,-257.526624431223,6.94051872299861,6.12975399697133,11.1124818978084,8.93296215677139,5.34602233415494,11.5098005149669,8.20983861956585,7.51370732831306,2.37520577326344,-3.23112899437483,3.29919236236499,9.54632266597387,1.58553006916922
2023-12-19 00:17:57.890000,-31.0626011064904,-30.2446773271072,4.25260277654169,-24.7914078575156,-26.3776509320447,-24.0318642587939,-24.3991887262305,-28.2958029988735,-23.8407808536112,-25.447310717032,-23.2478617067972,-35.5959758444945,-35.011147133632,-30.2946785572591,-28.0074723525765,-34.2900617703217
2023-12-19 00:17:57.900000,-1.47275546175325,-3.0558863954217,-279.450170176768,3.35864321947271,2.51383843297197,4.83870691491458,1.5613621464618,-1.42684626954244,2.84611197944509,1.72212643546027,1.64129550027829,0.69328921802663,-7.93913323860912,-4.21913241314192,3.64669531184443,-8.25045481733299
2023-12-19 00:17:57.910000,-26.4272935211045,-24.4154654703908,-15.5418406823824,-20.2970124756252,-21.0721424120961,-18.744242093059,-18.7445232171708,-22.1802832381288,-20.3139520949995,-19.6531202668073,-16.0135497455911,-26.1362631829911,-32.1240534750254,-26.472278143441,-20.7128771920748,-32.5852634328985
2023-12-19 00:17:57.920000,-2.49454387314443,-1.89996432126256,-256.656991948298,5.18818876840874,3.85686093394393,9.88822906618038,4.83364789515266,-1.72260049695717,2.9701960460541,5.11775732078144,5.47402952572076,4.54207346475001,-4.27355474241347,-2.19452741511461,5.3697049543227,-7.80718665512145
2023-12-19 00:17:57.930000,-28.7208319135888,-27.525991185931,70.0580124291334,-22.0211036462313,-20.8457200579486,-18.1331388991328,-18.7126864242986,-25.0362707491227,-24.4013612292408,-20.5953487609666,-18.2516788035498,-25.2140272708195,-29.8463563468441,-26.572462729119,-21.987014080662,-35.3367013921862
2023-12-19 00:17:57.940000,-3.40236892082771,-4.73186327752865,-124.952923205268,4.04574837291565,5.54366994075052,8.70196415018373,7.81598877577076,-2.78799115900437,-0.12548460043753,1.9346724454093,5.0366081170761,5.20038452981084,-3.47971530763655,-1.59872858508827,1.38582839382873,-10.9001596854467
2023-12-19 00:17:57.950000,-25.0294449726939,-23.94372848078,123.982945131521,-16.6013090488554,-18.0027827673343,-14.3308600238543,-14.6156370291254,-21.4316514858555,-20.4545827481059,-18.553125747166,-13.4574206342494,-21.9754792813881,-25.3968839537942,-23.8991069910833,-22.7858255390032,-32.4435572811283
2023-12-19 00:17:57.960000,2.75871386176774,2.15540141869319,-152.853415185122,10.3163797573324,11.2645775333761,13.8478956785242,13.7506956059653,4.18869135301806,6.07545041900524,7.27840474965031,12.4617606799141,14.4880182400427,5.44365172182663,5.64901421236617,8.78685238246496,-5.47343322986337
2023-12-19 00:17:57.970000,-29.833338616554,-28.9677383014477,157.502614024544,-20.8924142341778,-21.4381801257673,-23.4120322828514,-24.052534201791,-27.1126819854553,-25.8594813169838,-27.6127103648126,-22.5494485587209,-30.2863399005056,-36.4921804191789,-32.9607830437904,-29.1210391246055,-36.5604899071437
