timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15,channel_16
2025-02-23 09:26:06.476000,6.6227542600726395,3.8695490764235565,4.3933745179206865,2.0452360934069174,7.536375235773691,3.2300930770966247,-0.22575055369007674,-0.649816006195421,-3.2323134999766276,-2.4744754844752377,0.8727013565608426,3.535938000331125,8.52287460644635,-2.806262876262371,-1.1950654804248566,8.890532561011735
2025-02-23 09:26:06.480000,6.705997442380567,3.3868427485574237,3.9640022367818917,2.093320033764773,7.004092749953236,2.930086814499267,-0.7652047344125227,-0.9129509280866591,-3.994261903065117,-3.3399116553531862,0.006900400622066156,3.356281724780211,8.498591127286275,-3.5220992298089597,-1.7924763555984748,9.258138237052753
2025-02-23 09:26:06.484000,6.807211066630265,3.07288633044496,3.661990915637078,2.312058115208863,6.643110415965665,2.7870411943339626,-1.0940559620269075,-0.9438212444770009,-4.352527127903208,-3.763595769230996,-0.48297164691579036,3.3382112718389694,8.57810794313625,-3.8189470723271333,-1.9971790696568252,9.882766628732774
2025-02-23 09:26:06.488000,6.930970944392559,2.9951790317858396,3.553173447916674,2.7379874822514254,6.487692191038331,2.85022534903656,-1.1483218167421456,-0.6902193496595096,-4.215508776623129,-3.65903577690649,-0.5150601857313483,3.514662722068895,8.79609852450529,-3.6167726869618364,-1.7311184509794812,10.790429107135585
2025-02-23 09:26:06.492000,7.054354427366594,3.194081905259484,3.6805223697642644,3.383279789319054,6.542483299228681,3.1405935670927105,-0.8966919415168378,-0.1359527605234233,-3.5375223736320254,-2.992501639121281,-0.05382996867539962,3.884396065293101,9.159135559315356,-2.884538226594472,-0.9657784925715351,11.96441248883574
2025-02-23 09:26:06.496000,7.136007086885121,3.656346146741667,4.038357733627,4.211827367488645,6.766682396484689,3.628530656949865,-0.3617082921497268,0.6801898053447919,-2.340290024502073,-1.7997449755302983,0.8717284574653104,4.398987621053502,9.633634155340182,-1.65643479413849,0.2647050806651403,13.3356413336763
2025-02-23 09:26:06.500000,7.147601527553854,4.332406088083671,4.588572897745724,5.15856622234014,7.093661905322449,4.255036960186952,0.40334567429042556,1.690466809155281,-0.6895842895971843,-0.15744518291141044,2.1949693222053743,4.991505200860058,10.170868881485868,-0.003963235252830504,1.893141965006393,14.813867300924446
2025-02-23 09:26:06.504000,7.088003339718874,5.172916868366812,5.294294395721306,6.16620439553136,7.463494852998187,4.96855505854889,1.3513311470950267,2.8370610590493803,1.3408481220895605,1.8548017568498936,3.8486137860929297,5.613126977866719,10.736389642383417,1.9998743460757749,3.8530462931823317,16.322120717788206
2025-02-23 09:26:06.508000,6.96476821080452,6.138369542535264,6.126867947138894,7.1938750451252815,7.832639139338829,5.732875353571597,2.4474932260988864,4.07865373461911,3.6751014662419372,4.15928076774722,5.768992051163036,6.237019497249004,11.308909950391806,4.28367863450483,6.077918660753545,17.797998371952236
2025-02-23 09:26:06.512000,6.771669837137777,7.177446725375096,7.0437610671525155,8.195341086474627,8.15920809417334,6.5057306386765665,3.6471268448153213,5.367023341338904,6.214820374034926,6.658633221472914,7.874258005686785,6.835406903128474,11.858968034368301,6.756917703904604,8.479028820042387,19.17453675090902
2025-02-23 09:26:06.516000,6.497401935326898,8.218476397105787,7.981099110497022,9.111290617532186,8.398874097626981,7.232932831155316,4.890124735770943,6.640271726031561,8.83865434266256,9.235505768158001,10.063207915534788,7.373736477640941,12.348926785415724,9.310898662836044,10.94800129815701,20.383064544003386
2025-02-23 09:26:06.520000,6.1539069552720695,9.2004005538211,8.884661126079573,9.899677387872991,8.52865711093115,7.880133020669616,6.132243106886988,7.85378532120148,11.43950876795992,11.789913199863724,12.250460598966615,7.838253553420558,12.763758948558166,11.854603425243893,13.394215083963562,21.385513627204592
2025-02-23 09:26:06.524000,5.780148471333621,10.108780286502478,9.744306268057642,10.568646090451937,8.567904984730008,8.46433777689852,7.37476639991919,9.010297626088157,13.957856497938483,14.270566527111688,14.39574776679259,8.259348651234731,13.132209455082158,14.34180856089836,15.771725527955239,22.19408633034009
